0.25 1.2e-05 -0.921156
0.008803 -0.249845 -0.103375
-0.24472 -0.051108 -0.702602
0.506832 0.072826 0.016464
0.887416 -0.225734 0.636415
-0.050944 0.167086 0.18532
0.121765 -0.218342 -1.16357
-0.171725 -0.082407 0.173396
-0.118853 -0.219941 -1.23075
-0.185873 0.167187 -1.08289
0.295801 0.123884 0.421521
0.825953 -0.132597 0.72159
-0.083731 0.205734 0.115664
0.43795 0.136552 0.011042
0.3276 0.125907 0.438533
0.673351 -0.133531 0.144712
-0.019541 0.249235 -1.13134
-0.021835 -0.249045 -0.429414
0.471099 -0.185054 0.466085
0.249604 -0.014071 -0.336653
1.04708 0.249957 0.59916
0.527165 -0.246321 0.353704
-0.14501 -0.203647 -1.06828
0.748288 -0.18399 0.627464
-0.035552 0.247459 -0.158971
0.025864 -0.248659 -0.055671
0.019185 0.249263 -0.562733
-0.158465 0.193362 -0.833732
0.736399 0.021153 0.7128
0.210413 -0.135005 -1.09859
-0.196671 0.140971 0.124855
-0.248691 -0.025547 -0.452418
-0.24912 0.020958 0.128771
-0.025316 0.248715 -1.02317
0.236656 -0.080586 -1.06563
-0.249998 -0.001111 -0.289645
0.874774 0.246389 0.553935
-0.245646 -0.046455 -0.088885
0.233006 -0.090598 -1.12479
0.594045 -0.249346 0.322106
0.117423 -0.220708 -0.936587
0.532397 0.024884 0.020138
0.365029 -0.184116 0.015468
0.477226 -0.249064 0.300481
0.966283 -0.000851 0.26921
0.026348 0.248608 -0.484195
-0.045378 0.201313 0.144966
0.644002 -0.13543 0.614463
0.632985 0.131186 0.611192
-0.030269 0.248161 -0.211514
-0.243164 -0.058062 -0.080207
-0.057922 0.243198 -0.804181
0.226227 0.205633 -0.033562
0.080839 -0.236569 -1.16737
-0.244166 -0.053692 -0.0038
0.657685 -0.069203 0.10232
0.728251 -0.084069 0.69232
0.652066 -0.176609 0.580787
0.134265 0.210886 -0.718121
-0.05498 -0.243879 -0.923932
0.210244 0.135268 -0.56353
0.249956 0.004711 -0.214267
0.577495 0.042017 0.048848
0.231208 -0.095094 -0.650223
0.10517 0.226802 -0.456151
0.424007 -0.16297 0.025891
0.465886 0.202563 0.099793
-0.188372 0.164366 -0.280687
-0.25 0.000407 -0.881168
0.641485 -0.130205 0.616794
0.880494 -0.134101 0.751984
-0.234604 -0.086376 -0.879621
0.248626 -0.026176 -0.228083
0.219081 0.194438 -0.054967
-0.00334 0.249978 -0.028714
0.876479 0.056021 0.787369
0.175628 0.177918 -0.750607
0.227187 0.226706 0.252846
0.414906 0.178668 0.03763
0.565935 -0.172999 0.535138
0.00339 0.249977 -0.058921
-0.19194 0.160185 -0.741874
0.992667 0.044336 0.289017
-0.22381 0.111397 -0.894947
0.236515 -0.080999 -0.224217
0.919839 0.183515 0.335034
0.209233 0.136827 -0.844504
0.22549 0.107954 -0.336652
-0.004802 0.249954 -0.912227
0.051701 -0.244596 -0.111732
-0.146341 0.202693 -0.11925
0.979846 -0.233049 0.461228
-0.144847 -0.203763 -0.711879
0.83183 -0.225933 0.603838
0.781186 0.25 0.451246
-0.110073 0.044896 0.220431
0.586596 -0.147446 0.571794
0.009177 -0.249832 -0.094388
0.406597 -0.075209 -0.040554
0.586963 0.093008 0.606837
0.391032 -0.23185 0.333747
1.10843 -0.02017 0.352218
0.148555 -0.201076 -0.526709
-0.090308 -0.058248 0.228591
0.199037 0.151276 -0.214929
0.704532 -0.115894 0.662544
0.381185 0.091975 0.488506
0.552025 -0.183032 0.122076
0.486327 -0.237412 0.190334
-0.013007 -0.249661 -1.20227
-0.134496 0.16411 0.14012
-0.243391 0.057104 -1.08702
-0.056952 -0.243427 -0.027642
0.332338 -0.217297 0.33462
0.940998 0.237547 0.453312
0.927598 -0.186608 0.343446
-0.240529 -0.06816 -0.902013
0.940535 0.076735 0.817758
0.05372 0.24416 -0.134941
-0.018432 0.228979 0.105223
0.183851 -0.169407 -0.150686
0.541509 0.050648 0.595329
-0.165514 0.187363 -0.721203
0.249996 -0.001388 -0.865989
0.166618 -0.182766 0.293162
0.249998 0.000935 -1.2478
0.51047 -0.247314 0.252516
-0.105275 0.226754 -0.205691
0.339485 -0.227847 0.314805
0.763047 0.240188 0.360464
0.679767 -0.241719 0.466149
0.207168 0.139934 -1.04566
0.291517 -0.249033 0.142938
0.056294 0.24358 -0.716133
0.218269 0.121896 -0.277942
1.08836 -0.074021 0.352633
-0.192482 0.159533 -0.576963
-0.088855 -0.233677 -0.539912
0.635587 -0.246447 0.318458
-0.220912 0.117038 -0.54461
0.086209 0.234666 -1.22171
1.09092 0.233483 0.526655
0.696896 0.249826 0.391571
0.163607 0.189031 -0.254641
-0.201318 -0.148227 -0.807799
0.118167 -0.22031 -0.855672
0.249282 -0.01893 -0.607078
0.025717 0.248674 -0.995907
0.315549 0.245397 0.12704
0.596598 -0.235751 0.44051
0.50621 -0.235874 0.387921
0.228335 -0.218713 0.271661
0.329867 0.08681 -0.080264
0.035991 0.247396 -0.453055
-0.077502 -0.237684 -0.956408
0.066421 -0.249221 0.015571
0.072605 -0.083074 0.31419
0.379495 0.219329 0.357642
0.155641 0.195642 -0.845781
0.655442 0.023018 0.665869
0.171444 -0.230507 -0.01277
-0.01727 -0.249403 -0.459982
-0.103127 -0.187872 0.130911
0.144229 0.232014 0.190784
-0.248388 -0.028345 -0.172881
-0.013883 0.249614 -0.324434
-0.195615 0.155675 -0.132835
-0.247138 0.037718 -0.280422
-0.045754 0.245777 -1.05434
-0.170841 0.182519 -0.615194
0.322577 -0.220413 0.322465
0.370431 -0.021863 0.501437
0.940088 -0.245795 0.595484
0.831773 0.061111 0.760142
-0.108657 0.225152 -0.098915
0.22507 -0.02688 0.416946
0.12675 0.144607 0.308661
0.249102 -0.021176 -0.874015
-0.120303 -0.219151 -0.390456
-0.071352 -0.064771 0.237623
0.119389 -0.21965 -1.21262
0.290617 0.247113 0.21153
0.784882 -0.071461 0.729783
1.00474 0.248639 0.610167
0.747294 0.249947 0.425525
-0.086126 -0.234696 -0.110621
0.102308 -0.228108 -1.19479
0.514541 0.21171 0.143539
