1.2900128,0.26441112,1.20865,-1
1.2773446,0.25798154,1.22225,-1
1.3026538,0.27074489,1.24549,-1
1.2764463,0.25478676,1.2412,-1
1.2931846,0.26557186,1.25783,-1
1.2088617,0.22300082,1.20306,-1
1.2075266,0.22928271,1.20465,-1
1.2483524,0.24484703,1.24185,-1
1.2769641,0.25815648,1.2689199,-1
1.3031768,0.27126867,1.2941099,-1
1.2588433,0.077528954,1.2014101,-1
1.2572161,0.083802938,1.20281,-1
1.2476846,0.095764577,1.20055,-1
1.245999,0.10199976,1.20189,-1
1.2442909,0.10823408,1.20322,-1
1.243336,0.11455038,1.20515,-1
1.2415739,0.12077922,1.20644,-1
1.2397994,0.12701023,1.20772,-1
1.2364684,0.13304502,1.2077,-1
1.2308089,0.13875347,1.20577,-1
1.2289752,0.14494655,1.20698,-1
1.2271203,0.15113705,1.2081701,-1
1.2252443,0.15732411,1.20935,-1
1.2233379,0.16350472,1.21051,-1
1.2214197,0.16968572,1.21164,-1
1.2058011,0.17360002,1.20128,-1
1.1981139,0.18512663,1.20024,-1
1.1999131,0.19188678,1.2044899,-1
1.1979088,0.1979751,1.20552,-1
1.1973879,0.20435202,1.2078201,-1
1.1953291,0.21043575,1.20882,-1
1.1955117,0.21698502,1.21173,-1
1.2001466,0.22449893,1.21849,-1
1.2271607,0.23695734,1.24458,-1
1.2659633,0.2523872,1.28101,-1
1.2904519,0.26502585,1.30523,-1
1.3383663,-0.12767071,1.20023,-1
1.3349985,-0.12094271,1.20049,-1
1.3339937,-0.11443132,1.20253,-1
1.3213218,-0.094260216,1.20128,-1
1.3194367,-0.087743163,1.20263,-1
1.3167349,-0.08119154,1.2033401,-1
1.3156079,-0.074727505,1.20526,-1
1.3112838,-0.06812644,1.20471,-1
1.3101,-0.061683267,1.20658,-1
1.308901,-0.055233568,1.2084399,-1
1.3108295,-0.048876762,1.2127301,-1
1.3095766,-0.042411983,1.21455,-1
1.3083006,-0.03594631,1.21636,-1
1.3015023,-0.029404819,1.21382,-1
1.2986078,-0.022959441,1.21434,-1
1.2933464,-0.016519576,1.21298,-1
1.2919878,-0.010111481,1.2147,-1
1.2906152,-0.0036984086,1.2164,-1
1.2899915,0.002720356,1.2187001,-1
1.2901295,0.0091632605,1.22161,-1
1.2886739,0.015582144,1.22325,-1
1.2856373,0.021954417,1.2236201,-1
1.2724648,0.027961493,1.21582,-1
1.2709571,0.034308702,1.2173899,-1
1.2694365,0.0406591,1.21895,-1
1.2671082,0.046964854,1.2198499,-1
1.2655356,0.053306192,1.22137,-1
1.2616161,0.059500307,1.22097,-1
1.2576863,0.065671712,1.22054,-1
1.2552825,0.071928203,1.22136,-1
1.2536265,0.078234226,1.2228,-1
1.2527213,0.084605217,1.2248501,-1
1.2510196,0.090911388,1.2262501,-1
1.2485273,0.097142279,1.22699,-1
1.2444919,0.10321495,1.22644,-1
1.241194,0.10933509,1.2265,-1
1.2394081,0.11560774,1.22781,-1
1.2391315,0.12205884,1.2304,-1
1.237299,0.12833339,1.23168,-1
1.2384895,0.13499808,1.23552,-1
1.236606,0.14128235,1.23677,-1
1.2294043,0.14683092,1.23349,-1
1.2274915,0.15308559,1.23469,-1
1.2217788,0.15876612,1.23265,-1
1.219825,0.16499159,1.2338099,-1
1.210332,0.16999939,1.22848,-1
1.2023442,0.17517215,1.22442,-1
