1.1711,-0.33848,1.20865,-1
1.1569,-0.33804899,1.22225,-1
1.18523,-0.33898199,1.24549,-1
1.15458,-0.340422,1.2412,-1
1.17444,-0.33898199,1.25783,-1
1.08003,-0.335915,1.20306,-1
1.08187,-0.32976201,1.20465,-1
1.12516,-0.33567601,1.24185,-1
1.1566499,-0.337713,1.2689199,-1
1.18594,-0.33877301,1.2941099,-1
1.05415,-0.48754099,1.2014101,-1
1.05573,-0.48125499,1.20281,-1
1.0531,-0.46618801,1.20055,-1
1.05461,-0.45990801,1.20189,-1
1.0561,-0.45361799,1.20322,-1
1.05829,-0.44761699,1.20515,-1
1.0597301,-0.44130599,1.20644,-1
1.06116,-0.43498701,1.20772,-1
1.06113,-0.428094,1.2077,-1
1.0589,-0.420371,1.20577,-1
1.0602601,-0.41405699,1.20698,-1
1.0616,-0.40773499,1.2081701,-1
1.06292,-0.40140599,1.20935,-1
1.0642101,-0.39506799,1.21051,-1
1.06549,-0.388724,1.21164,-1
1.05366,-0.377801,1.20128,-1
1.05244,-0.36399999,1.20024,-1
1.05726,-0.35892999,1.2044899,-1
1.0584199,-0.352626,1.20552,-1
1.06102,-0.34678,1.2078201,-1
1.06213,-0.34045401,1.20882,-1
1.06543,-0.33479401,1.21173,-1
1.0731,-0.33042201,1.21849,-1
1.10278,-0.33243999,1.24458,-1
1.14423,-0.337502,1.28101,-1
1.17178,-0.33815101,1.30523,-1
1.02556,-0.705746,1.20023,-1
1.02583,-0.69822699,1.20049,-1
1.02807,-0.69203103,1.20253,-1
1.02662,-0.66825402,1.20128,-1
1.02809,-0.66163099,1.20263,-1
1.02886,-0.65458602,1.2033401,-1
1.03097,-0.64837301,1.20526,-1
1.03034,-0.64050698,1.20471,-1
1.03239,-0.63428497,1.20658,-1
1.03443,-0.62805003,1.2084399,-1
1.03917,-0.62339598,1.2127301,-1
1.04117,-0.61712199,1.21455,-1
1.0431499,-0.61083603,1.21636,-1
1.04032,-0.60183603,1.21382,-1
1.04087,-0.59479201,1.21434,-1
1.03934,-0.58661801,1.21298,-1
1.0412199,-0.58034301,1.2147,-1
1.04309,-0.57405698,1.2164,-1
1.04562,-0.56812501,1.2187001,-1
1.04883,-0.56253701,1.22161,-1
1.05063,-0.55620599,1.22325,-1
1.05102,-0.54915798,1.2236201,-1
1.04234,-0.53757101,1.21582,-1
1.04406,-0.53127801,1.2173899,-1
1.04577,-0.52497602,1.21895,-1
1.0467499,-0.51832598,1.2198499,-1
1.0484101,-0.512007,1.22137,-1
1.04794,-0.50469202,1.22097,-1
1.0474499,-0.497392,1.22054,-1
1.04834,-0.490749,1.22136,-1
1.0499099,-0.48442101,1.2228,-1
1.05217,-0.478396,1.2248501,-1
1.0537,-0.47204599,1.2262501,-1
1.0545,-0.46538299,1.22699,-1
1.05387,-0.458119,1.22644,-1
1.05391,-0.45116699,1.2265,-1
1.0553499,-0.44480601,1.22781,-1
1.0582,-0.43901199,1.2304,-1
1.0596,-0.43262699,1.23168,-1
1.06384,-0.427349,1.23552,-1
1.0652,-0.42093101,1.23677,-1
1.06154,-0.41260901,1.23349,-1
1.06286,-0.406203,1.23469,-1
1.06057,-0.39847901,1.23265,-1
1.0618401,-0.392079,1.2338099,-1
1.05591,-0.38313299,1.22848,-1
1.05138,-0.374764,1.22442,-1
1.04826,-0.36694601,1.22162,-1
1.04943,-0.36061901,1.22269,-1
1.05274,-0.354996,1.2257,-1
1.05387,-0.34864199,1.22674,-1
1.0556999,-0.34251001,1.22841,-1
1.07055,-0.34040001,1.24181,-1
1.0738,-0.334602,1.24476,-1
1.0763201,-0.32855701,1.24705,-1
1.11729,-0.33369499,1.2840101,-1
1.1532201,-0.33690801,1.31643,-1
1.1892,-0.33970499,1.3488899,-1
1.00702,-0.82727897,1.20314,-1
1.00966,-0.82113302,1.20559,-1
1.01227,-0.81497103,1.20802,-1
1.0129499,-0.807307,1.20866,-1
1.00911,-0.79620802,1.20516,-1
1.01037,-0.789074,1.2063299,-1
1.01288,-0.78290802,1.20866,-1
1.0115,-0.77384502,1.20741,-1
1.01396,-0.767672,1.2097,-1
1.01641,-0.76148498,1.21197,-1
1.0188299,-0.755283,1.2142299,-1
1.01993,-0.74813801,1.21526,-1
1.02232,-0.74191499,1.21747,-1
1.02468,-0.73567802,1.2196701,-1
1.0224299,-0.72625399,1.21762,-1
1.01948,-0.71642101,1.2149301,-1
1.02176,-0.71020103,1.21705,-1
1.0174201,-0.699552,1.21307,-1
1.01964,-0.693344,1.21514,-1
1.02185,-0.687123,1.21719,-1
1.02736,-0.68303901,1.22228,-1
1.02953,-0.676772,1.2243,-1
1.03168,-0.67049301,1.2263,-1
1.0298001,-0.66169202,1.2245899,-1
1.03124,-0.65499699,1.22593,-1
1.02728,-0.64501703,1.2223099,-1
1.0306799,-0.63956302,1.2254601,-1
1.03136,-0.63247299,1.22611,-1
1.03405,-0.62658101,1.2286,-1
1.03536,-0.61988097,1.22983,-1
1.03733,-0.61356699,1.23166,-1
1.0392801,-0.60724097,1.23348,-1
1.0412101,-0.60090399,1.23528,-1
1.04312,-0.59455502,1.2370501,-1
1.04501,-0.58819503,1.2388099,-1
1.04278,-0.57960498,1.23677,-1
1.04325,-0.57251501,1.2372299,-1
1.0443799,-0.56579298,1.23829,-1
1.04412,-0.55835199,1.23807,-1
1.04589,-0.55198699,1.23972,-1
1.04557,-0.54456198,1.23945,-1
1.0473,-0.53818703,1.24106,-1
1.04901,-0.53180301,1.24265,-1
1.0506901,-0.52540803,1.24422,-1
1.0523601,-0.51900297,1.24577,-1
