7048
1.1711,-0.33848,1.20865
1.1569,-0.338049,1.22225
1.18523,-0.338982,1.24549
1.15458,-0.340422,1.2412
1.17444,-0.338982,1.25783
1.08003,-0.335915,1.20306
1.08187,-0.329762,1.20465
1.12516,-0.335676,1.24185
1.15665,-0.337713,1.26892
1.18594,-0.338773,1.29411
1.05415,-0.487541,1.20141
1.05573,-0.481255,1.20281
1.0531,-0.466188,1.20055
1.05461,-0.459908,1.20189
1.0561,-0.453618,1.20322
1.05829,-0.447617,1.20515
1.05973,-0.441306,1.20644
1.06116,-0.434987,1.20772
1.06113,-0.428094,1.2077
1.0589,-0.420371,1.20577
1.06026,-0.414057,1.20698
1.0616,-0.407735,1.20817
1.06292,-0.401406,1.20935
1.06421,-0.395068,1.21051
1.06549,-0.388724,1.21164
1.05366,-0.377801,1.20128
1.05244,-0.364,1.20024
1.05726,-0.35893,1.20449
1.05842,-0.352626,1.20552
1.06102,-0.34678,1.20782
1.06213,-0.340454,1.20882
1.06543,-0.334794,1.21173
1.0731,-0.330422,1.21849
1.10278,-0.33244,1.24458
1.14423,-0.337502,1.28101
1.17178,-0.338151,1.30523
1.02556,-0.705746,1.20023
1.02583,-0.698227,1.20049
1.02807,-0.692031,1.20253
1.02662,-0.668254,1.20128
1.02809,-0.661631,1.20263
1.02886,-0.654586,1.20334
1.03097,-0.648373,1.20526
1.03034,-0.640507,1.20471
1.03239,-0.634285,1.20658
1.03443,-0.62805,1.20844
1.03917,-0.623396,1.21273
1.04117,-0.617122,1.21455
1.04315,-0.610836,1.21636
1.04032,-0.601836,1.21382
1.04087,-0.594792,1.21434
1.03934,-0.586618,1.21298
1.04122,-0.580343,1.2147
1.04309,-0.574057,1.2164
1.04562,-0.568125,1.2187
1.04883,-0.562537,1.22161
1.05063,-0.556206,1.22325
1.05102,-0.549158,1.22362
1.04234,-0.537571,1.21582
1.04406,-0.531278,1.21739
1.04577,-0.524976,1.21895
1.04675,-0.518326,1.21985
1.04841,-0.512007,1.22137
1.04794,-0.504692,1.22097
1.04745,-0.497392,1.22054
1.04834,-0.490749,1.22136
1.04991,-0.484421,1.2228
1.05217,-0.478396,1.22485
1.0537,-0.472046,1.22625
1.0545,-0.465383,1.22699
1.05387,-0.458119,1.22644
1.05391,-0.451167,1.2265
1.05535,-0.444806,1.22781
1.0582,-0.439012,1.2304
1.0596,-0.432627,1.23168
1.06384,-0.427349,1.23552
1.0652,-0.420931,1.23677
1.06154,-0.412609,1.23349
1.06286,-0.406203,1.23469
1.06057,-0.398479,1.23265
1.06184,-0.392079,1.23381
1.05591,-0.383133,1.22848
1.05138,-0.374764,1.22442
1.04826,-0.366946,1.22162
1.04943,-0.360619,1.22269
1.05274,-0.354996,1.2257
1.05387,-0.348642,1.22674
1.0557,-0.34251,1.22841
1.07055,-0.3404,1.24181
1.0738,-0.334602,1.24476
1.07632,-0.328557,1.24705
1.11729,-0.333695,1.28401
1.15322,-0.336908,1.31643
1.1892,-0.339705,1.34889
1.00702,-0.827279,1.20314
1.00966,-0.821133,1.20559
1.01227,-0.814971,1.20802
1.01295,-0.807307,1.20866
1.00911,-0.796208,1.20516
1.01037,-0.789074,1.20633
1.01288,-0.782908,1.20866
1.0115,-0.773845,1.20741
1.01396,-0.767672,1.2097
1.01641,-0.761485,1.21197
1.01883,-0.755283,1.21423
1.01993,-0.748138,1.21526
1.02232,-0.741915,1.21747
1.02468,-0.735678,1.21967
1.02243,-0.726254,1.21762
1.01948,-0.716421,1.21493
